7
-25	79	-83	89	53	54	-32	-90	42	-68	1	33	-36	70	73	-48	95	94	38	14	-44	2	-26	53	33	-85	-63	34	-16	-86	-78	40	-14	-8	22	-47	43	-47	45	-95	-26	65	2	40	-3	13	13	11	40	-83	-94	-80	-35	-12	81	10	91	49	26	-16	68	63	-83	12	46	-37	29	-30	-97	-96	-5	-38	34	-94	-80	-42	-92	81	84	-2	40	71	8	-85	0	36	-40	-6	-65	-86	62	-46	-39	85	25	-54	30	39	82	-49	10	-92	-12	28	98	-23	-48	71	-2	62	-96	-97	45	-69	-66	-62	-4	-79	4	-45	26	-19	-95	13	-98	-28	-44	-73	
-15	70	-13	9	-91	37	-48	-2	55	-1	-11	99	-42	8	6	29	75	-54	35	-9	-4	-26	-81	-78	1	-39	-46	-25	70	-75	-66	-1	7	34	-23	73	42	31	31	-12	41	48	-93	-75	59	-44	-11	24	-57	-14	6	11	-39	-72	-56	55	87	36	29	49	18	-19	43	49	5	-85	54	61	91	68	22	96	-78	-94	48	-1	-41	-96	67	-89	64	84	72	16	-83	63	59	-18	44	-50	60	58	75	-90	56	66	6	-44	-52	46	45	-44	20	-46	-28	-8	99	-94	-78	-20	67	-59	94	-56	-64	82	-15	-17	-41	4	12	-62	-84	-90	92	0	-2	-85	
-67	42	0	-44	-55	-56	-78	-18	-77	54	88	-27	-8	-91	92	58	-75	43	29	-95	53	32	-64	74	-34	-7	-25	54	-14	-99	79	-18	62	33	0	-79	32	-37	66	-42	44	23	35	-7	-79	-60	-68	-68	-91	-25	-83	50	67	16	-3	34	59	-68	90	-96	86	-32	87	36	55	-75	17	-57	64	70	-83	-66	65	89	14	-77	-94	-6	-63	-61	-7	-8	13	13	91	-49	39	-69	-2	11	95	-17	-51	-72	70	-84	-73	-6	61	-67	-54	31	-32	-49	10	3	50	47	1	19	56	53	-51	-19	31	-69	-3	31	52	-74	42	-19	54	49	-90	79	-75	-32	
-44	-90	91	-14	11	86	-78	-29	41	-16	20	-3	-85	-13	-67	90	50	91	92	-87	55	23	37	6	-54	-27	-40	88	-17	-90	-48	-99	13	-91	-48	66	56	37	42	-24	69	74	86	39	17	39	-61	67	-81	-85	40	-33	-92	42	-17	83	-22	-48	73	-63	-68	-59	-92	-9	-36	-56	49	77	64	76	-37	20	22	19	-8	37	-36	63	-74	-55	70	38	52	-60	86	-50	-53	87	43	-74	41	-85	-11	11	-72	-95	81	13	53	2	-14	67	78	-46	-14	78	83	-37	-11	79	-66	77	-64	33	15	-8	-91	1	-83	43	20	-56	-84	50	-94	82	60	-12	
53	93	-84	3	-30	49	-56	14	-66	-85	68	2	-69	-28	-48	6	-90	-22	6	-54	34	-53	99	19	-41	-72	-44	25	10	-95	-97	12	-6	-18	-64	0	79	-40	-24	48	-68	-27	-94	-78	61	67	27	50	-17	45	92	31	-2	-54	-36	-44	74	-69	28	28	72	0	78	-37	23	-29	32	91	37	61	51	81	-29	97	-1	-98	73	-78	6	0	98	49	46	18	90	-60	-85	-71	96	-75	99	-24	-28	-76	-17	-16	62	-51	58	96	-48	95	-2	3	-39	-49	56	-63	27	-19	72	-64	4	94	-36	16	99	74	-81	52	8	-11	-78	49	-18	-2	-7	76	
-34	-26	-13	-59	-5	13	-64	-60	71	-37	-50	-7	58	62	-28	-28	12	36	-1	37	82	-98	-73	-70	33	46	-49	7	15	24	63	-57	-12	1	42	-24	-46	26	-84	-15	-60	57	68	17	38	-79	-50	-30	34	-80	-74	-56	-31	91	83	85	21	52	60	-28	67	52	-48	-32	-66	-15	20	13	-6	19	-15	-84	-51	29	-10	14	-17	94	-1	4	94	11	-42	-18	33	-41	46	37	-14	-13	76	-53	45	-15	30	-17	38	91	-57	-33	51	39	-4	-99	-46	46	91	-21	-99	87	-56	-5	85	79	59	-85	-92	-60	4	67	23	-26	65	-54	35	97	-98	90	
99	-30	-86	-73	92	27	-96	0	-59	-37	77	-40	85	8	-92	70	71	-54	69	88	64	-62	-13	83	-92	49	-11	-86	-31	31	-96	19	55	-77	-52	-37	-33	80	14	72	83	-80	-15	95	-64	-74	80	28	66	-59	23	90	-49	8	-85	-74	5	67	-25	-24	-40	50	-92	-8	-88	33	69	-24	-46	85	-68	-52	67	-99	33	34	73	46	67	28	75	-23	88	-14	84	-18	-11	-78	41	-23	4	-99	-94	-95	1	-21	-88	24	-44	-63	41	32	51	-83	-92	18	-16	-75	-16	24	-98	-97	42	-63	63	-18	60	-9	14	-56	51	3	-45	30	-53	82	52	37	
4	85	-32	-75	7	56	30	79	92	1	17	-2	-37	-73	15	37	-16	-90	78	44	2	-58	-18	-66	77	-99	50	17	-37	-29	-53	23	93	73	-30	9	23	65	61	-3	-2	-85	-7	-92	96	0	92	23	40	-8	19	-55	89	-35	-56	41	-44	63	84	-99	29	82	-74	-58	-7	-36	-88	20	17	79	-45	84	-2	-44	7	-19	94	-61	11	-34	-90	-96	-14	7	-23	-9	11	61	45	52	0	-41	24	-14	-26	-6	71	46	23	21	-44	67	75	20	-86	26	47	-33	-22	12	-48	69	-25	9	-21	48	64	72	96	12	-21	22	58	-45	7	-33	27	27	
-71	-6	-70	-62	-69	-26	-31	53	29	74	34	-23	76	50	12	12	-66	-79	72	-23	28	12	91	-64	-44	-11	57	72	-44	-93	52	-43	-24	-58	16	-90	-82	-55	-71	46	-58	-46	-97	53	-45	1	-4	-19	18	-76	11	82	-73	19	-58	-12	-80	36	-81	-70	40	-27	-67	76	27	-24	-24	84	44	-46	25	23	21	-34	-5	-84	75	-94	61	80	-76	-27	62	1	-71	-65	-59	-54	-52	39	45	-7	-87	-67	25	37	55	5	-80	28	-6	0	-34	-50	94	48	64	64	9	-52	30	91	-6	54	55	90	-81	31	48	58	-22	-34	-13	90	-81	61	83	-48	
53	-29	42	22	66	-42	-86	-9	-6	-46	-46	-47	-82	-91	-65	8	95	79	12	-12	-58	-93	-55	56	50	85	-43	-77	-45	-44	-8	81	41	44	-66	84	63	-73	-83	-83	85	-31	-53	-58	-76	61	-6	44	55	-5	97	-51	-18	30	-58	87	-83	-76	-78	39	-89	96	-94	-47	-81	76	93	91	-55	-64	-88	61	22	11	-24	60	-2	12	48	-99	63	-61	-58	19	-26	-31	40	-89	82	-67	3	-23	-87	-55	-99	70	33	23	35	-8	-31	80	-33	85	23	-26	32	-32	41	8	-93	-56	61	-21	-74	62	70	28	-65	-22	-19	66	2	23	90	-36	-13	-14	
-76	-75	66	-8	-36	43	54	41	-18	-77	-59	15	-36	85	-48	-28	88	-27	44	94	75	-34	-6	-7	-36	96	-37	44	-68	-26	-82	-93	-9	-76	-7	-39	59	16	-1	94	-60	84	6	-74	11	95	-55	67	60	23	-65	-5	-87	93	98	-30	82	-60	-96	67	-87	4	54	-60	18	85	-97	-11	-16	-77	-96	-77	23	70	75	30	-3	58	-9	23	-5	-62	3	90	-81	86	80	7	-4	26	-67	42	-94	80	-22	82	-16	33	-21	-43	96	-32	96	-31	21	31	-65	64	-78	14	-52	32	-44	44	42	-19	68	-66	95	-68	-6	9	78	-34	-70	-61	-48	-95	
-60	-9	-27	-44	-32	64	59	95	37	88	-78	-23	22	-75	-79	66	62	-45	55	90	-51	-66	-43	-75	19	47	89	50	8	37	47	-30	30	52	-68	77	52	-29	-9	-28	-23	-78	-99	27	-53	-98	-71	14	-7	90	12	94	15	-65	31	-5	69	-70	11	-79	65	-68	9	-89	1	-95	99	-83	-16	42	41	5	30	35	24	57	-96	-77	-61	-26	-46	28	63	-15	11	31	5	20	64	81	-22	30	-16	77	26	-92	-77	21	-36	25	-46	4	-97	-90	84	-55	62	-77	-45	-60	-10	96	-28	-80	58	-16	-66	59	-49	77	-25	91	70	22	-27	43	-38	-77	
62	-83	19	29	-71	0	-94	-5	62	-11	18	4	67	35	-39	72	25	-26	6	29	-47	-50	60	-14	4	-11	11	-20	66	-84	-19	-11	15	41	-96	-50	-52	-38	-60	-91	-81	-39	21	23	66	97	19	-81	-50	7	45	95	62	-66	89	-38	63	-15	-40	-75	49	-43	34	-54	99	-35	-70	-46	-15	-58	21	-79	-30	68	36	29	68	-5	50	91	-72	-98	-9	-79	56	33	-38	13	58	-92	28	31	-46	-51	-95	98	-73	-61	-92	-58	82	-29	-7	93	75	11	-59	52	-30	2	-50	44	0	-5	-2	-44	11	57	-67	-36	-88	97	-42	52	-6	-50	10	-32	
57	6	-57	96	75	-88	-55	88	-24	42	88	-92	-53	-54	-93	-26	28	62	-87	54	-63	-9	-19	66	-36	-62	-55	22	-1	-25	67	97	88	-32	69	-43	-33	-54	-2	-48	-29	-66	-69	-45	-69	-16	78	-83	76	46	6	-81	-94	-44	-8	39	59	-26	46	98	-98	-3	-80	-94	53	-6	82	-52	-75	-77	-45	-73	21	32	-75	34	96	-1	23	37	88	89	30	-3	-41	-94	96	-90	-71	-37	-56	71	-61	33	-19	-66	65	-35	0	6	-19	80	-19	-85	97	88	51	-58	-35	1	14	-67	-74	-80	-40	68	-38	27	-70	52	-91	-73	4	7	-27	-46	28	-26	
-15	-29	96	-67	-97	95	63	-39	-40	-1	-99	35	-68	-73	95	51	-57	71	-81	-39	-89	-49	-34	-10	56	-70	71	-35	-87	88	59	-50	23	-73	-11	-86	-98	-56	28	58	-30	-45	-34	46	-92	8	-78	71	-31	58	-8	-47	-84	91	71	2	78	-7	31	85	-40	-26	56	-71	93	83	-78	-59	-86	27	52	-11	-80	46	24	-86	-29	-86	13	-26	91	59	43	-35	21	39	-96	7	73	92	37	-65	95	56	-60	67	47	76	-98	73	-79	97	-67	-56	10	41	-32	17	-9	40	-60	-77	87	3	-69	-56	40	28	-58	-51	-85	67	-2	97	62	85	-97	-35	
-19	21	-66	-41	83	70	54	13	-18	-61	-21	84	99	10	35	-85	87	95	89	-64	-58	-70	59	56	68	98	-27	-24	55	-75	32	-96	-20	25	33	85	27	4	-91	16	-29	-52	0	34	-11	-45	-23	16	86	56	35	-10	-49	-1	-78	3	84	15	-31	92	-12	43	32	-30	-4	89	79	-54	70	-20	25	-8	30	-47	77	61	-29	76	-15	79	-96	-11	72	-56	72	-42	-4	60	78	1	-98	-49	18	89	36	-4	41	60	84	59	-98	-55	56	-89	-74	-94	4	-52	-20	-59	-15	-89	83	-74	18	-25	-87	-19	-99	30	-3	49	-19	-82	48	96	9	23	
87	13	-35	-22	22	18	53	-50	77	16	-53	89	43	68	-75	-98	41	-19	53	3	86	0	-26	0	-1	53	-70	-60	83	-19	73	-72	-32	95	-85	-12	-23	-16	-66	6	37	78	5	-73	-72	99	13	11	-15	82	-8	-77	10	-34	-61	0	-51	-58	69	48	76	38	-71	-87	60	39	-16	-53	61	59	79	-73	89	38	-15	52	86	80	93	47	89	26	7	87	-70	96	57	31	5	-58	-60	-11	53	-7	-63	-56	-93	13	-66	-74	-99	-86	43	-55	39	68	28	49	-75	-84	-62	-94	74	-61	11	-77	57	-71	-84	1	44	-26	53	-57	31	-70	-33	-2	
75	0	2	1	-96	63	-2	-56	86	22	-58	-71	73	36	-9	-19	5	74	53	18	99	-30	98	0	22	-75	-7	-74	-39	-91	-52	36	-34	16	-38	88	68	-91	-58	-2	19	-64	27	-58	-1	-66	-64	-63	-64	-89	-18	-92	49	4	-79	-91	87	-24	46	-32	-37	6	52	52	5	-71	71	-62	99	-31	-29	29	82	-83	-40	80	-66	31	12	40	28	-93	-79	-72	-79	-60	78	-77	47	93	77	69	-16	-66	-87	49	22	15	-3	-31	44	-42	-33	-87	-33	-71	-5	57	-44	1	34	-47	-98	57	-54	-87	32	25	-53	-49	-44	48	-65	75	-34	-93	-31	77	
-6	82	27	11	-3	-80	52	-95	53	-50	53	32	5	60	69	70	75	-36	-74	65	36	86	26	-37	28	-54	-16	-73	15	-15	74	-60	-38	4	-44	94	-19	-22	17	-30	-51	32	75	-45	-43	75	46	-19	-83	-53	-98	65	84	-15	50	48	-86	73	-37	-3	-83	50	17	17	97	85	-23	65	-37	9	82	-93	-89	81	-88	11	67	-52	-35	-37	-45	-80	72	27	81	53	-46	-35	-64	-19	-53	-28	-44	4	-54	63	68	19	44	-6	36	-93	57	22	45	-30	-24	-70	90	51	-21	48	-14	-34	67	36	-4	-37	-11	-35	53	59	75	-49	-56	15	71	71	
35	-95	-50	5	66	69	-55	-89	-22	90	30	-67	-96	16	50	52	44	40	31	2	92	78	-27	60	-68	-51	-45	85	5	8	-40	-44	-12	83	82	-45	8	-74	-95	-89	-88	14	11	-27	4	-75	0	-33	-56	-7	-2	-12	-80	50	-72	-91	-80	46	9	-63	-60	-62	62	-24	-12	-56	-88	-80	7	48	71	40	-49	99	-11	25	5	36	-35	37	96	65	13	-5	28	0	-97	-3	-30	5	-68	68	-70	92	17	4	22	-50	-18	8	-13	-46	52	-57	-7	-79	-45	49	-4	72	-71	-39	97	34	-49	14	3	25	-66	-90	49	-50	69	-13	93	47	-13	-63	
28	29	-91	-92	-9	2	-4	1	13	99	-55	-9	-49	-69	-47	76	-33	4	2	71	71	38	-65	81	-95	-66	97	-3	-35	-13	57	-9	-95	67	15	-60	12	-13	-43	-61	79	-89	-6	26	16	76	81	-68	3	-78	-74	8	-41	-69	-68	23	-9	27	-8	-8	-45	-2	-22	7	57	-96	-75	71	-78	1	-22	98	-88	-50	-32	25	47	8	1	-46	0	42	51	44	-57	80	22	66	-57	63	-79	-70	-19	-99	45	83	44	77	95	-76	19	-36	-88	9	-23	-38	-13	-32	91	-9	-80	-38	21	-71	-88	-21	9	54	11	-46	-87	-88	-96	37	-3	-80	-90	60	
-85	80	32	33	10	42	-2	-56	-76	-94	17	-16	-29	56	66	83	1	76	-64	-78	-1	-47	12	-98	-52	64	-24	93	-76	-25	-71	-45	-23	9	36	65	-11	93	68	-63	84	-93	-60	-65	-88	31	-54	83	-2	-68	83	-28	98	-69	-13	90	64	-9	-21	-12	21	73	76	-5	53	21	59	31	70	27	37	84	4	77	-24	39	37	72	74	44	55	-64	-66	-75	-53	-24	-23	96	6	-56	-67	27	61	70	-81	-14	83	54	79	-38	-87	-74	-22	-41	96	10	45	-72	41	-45	-61	62	-43	-46	-1	-6	-98	2	3	1	-92	-66	5	0	-86	72	-10	96	
6	79	31	-47	17	-3	-92	75	-72	-27	85	76	77	22	87	-44	66	53	60	-31	-50	54	-43	32	24	93	-90	-32	-23	-59	-77	56	-79	-45	-63	74	-63	-60	-58	-73	55	-95	41	-70	86	26	37	11	-45	-61	84	73	-15	-57	78	-60	-50	36	-35	7	87	89	-68	46	8	-73	94	44	33	35	-84	-1	4	29	-43	65	-70	-60	-54	-4	65	58	-28	72	-8	-77	-56	-31	-16	51	-97	46	-70	-9	64	90	47	92	55	89	-25	8	48	-93	-51	-28	-13	19	85	64	-98	31	7	73	-92	30	-32	-2	29	97	44	81	3	-96	-86	-90	19	-82	
0	93	-21	14	14	-85	-64	-77	-63	21	-63	59	30	86	-26	28	27	-72	-97	-53	-55	-56	77	-32	-95	11	24	-8	-72	56	-66	78	-57	41	-36	-67	89	-16	-12	10	-54	-66	93	37	73	-68	-29	-33	48	93	-25	-81	87	84	97	-7	17	-34	4	-31	-64	70	98	84	82	-36	90	26	66	29	-6	67	-65	-89	-25	0	-72	87	25	-70	-1	20	-75	20	9	56	-41	42	78	29	4	-45	99	-99	56	36	-79	0	55	-99	-74	-80	-32	-27	-58	-17	85	-38	0	-12	59	18	-57	-97	91	-77	5	38	83	51	-21	-3	-87	94	-84	48	-7	86	
-36	-77	-33	-50	-63	27	-53	-40	-2	-84	-42	-29	36	-21	-95	-9	-96	64	-93	-67	-6	55	-76	-37	44	-20	-3	64	79	35	-97	11	35	-74	93	36	-39	10	92	-46	-72	26	-68	-66	-31	27	-2	74	65	-69	-94	-61	2	-1	22	-86	-18	-21	6	38	93	-70	7	-85	98	-34	13	26	-18	-13	79	86	15	88	-47	-62	96	88	-30	-28	-81	-20	62	-61	-79	-25	77	-8	-71	-17	26	-62	64	-30	-29	-74	24	-56	46	71	-95	-87	59	-16	47	-52	64	0	-70	75	-40	61	49	3	-86	24	22	-5	63	-64	58	-36	36	-55	19	-57	-33	-77	
-87	29	59	58	68	15	-40	-94	-49	72	-67	43	-11	-99	-22	78	12	86	-64	-57	-11	68	-56	1	92	-42	5	-3	-89	64	-82	-72	-5	22	58	6	-55	-72	88	-69	-51	-96	1	77	53	54	88	34	-89	-15	39	-69	-47	10	-19	-19	-96	31	-15	40	53	56	-26	39	-50	15	79	-40	-31	-65	-82	-77	0	-80	-68	37	67	67	-40	-61	-12	84	-65	-21	-26	3	-70	91	88	-91	-44	33	-25	9	-58	-60	-98	-65	-20	-16	24	59	99	70	74	-47	93	-34	33	-88	-13	18	-44	-31	-22	14	-67	46	-25	58	-29	-22	-91	-92	-99	-20	80	-79	
75	40	11	-48	-81	-49	-62	9	18	17	-39	-37	-94	2	-1	-51	-45	-29	-51	-38	-76	42	48	-34	-35	-79	-66	-65	78	39	53	-59	87	-58	19	74	-89	86	19	-7	-77	81	-54	55	17	64	-90	73	-13	-19	33	-79	-61	-11	-39	-87	-56	-11	-70	95	-65	10	-36	84	20	33	-48	75	-30	42	56	-37	-53	26	-67	-62	34	-40	-61	23	-32	-34	72	94	-99	24	-21	-71	10	49	71	66	-88	79	-34	-82	-62	99	29	-38	-33	-87	-76	80	8	20	-44	89	-92	86	75	45	-37	24	-93	-99	77	80	-97	44	45	-37	-51	-27	50	75	-34	-15	
